koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,P_STATUS,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,labels
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1271.312,0.0,46.0,0.0,0.0,0.0,0.0,714.0,181.88945,-39.548332,20.15,64.42,0.0,0.02,0.0,M8,0.008,0.0,0.0,18.363288,46.0,46.0,46.0,46.000001,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043425998,0,0,0,0.0,12.952003,1271.312,46.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,603.87321,416.0,0.92,0.0,0.0,0.0,0.0,2.3,294.63587,46.066418,12.264,400.77,0.0,0.48,0.0,0,0.0,0.0,0.0,0.099343902,0.92,0.92,0.92,0.92000002,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36121425,0,0,0,0.0,13.383276,603.87321,0.92,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6658.4967,7336.5,0.0,0.26,46.2,223.0,0.0,0.0,325.12216,16.421759,0.0,25.0,0.0,0.08,0.12,M8.5,0.0,2300.0,0.0,1.0287533,3.2908045,2.3555768,4.010847,3.2107268,3.690033e-05,2.2443485e-05,6.5068073e-05,19.598998,17.535473,22.881627,Jovian,0.12,0.00036104595,0.015701147,0.04246522,0.019887033,0.040258767,0.021100899,0.040258767,0.019192148,0.040258767,0.051303266,0.002221171,0.19878386,0,0,0,0.084157251,10.3132,6658.4967,3.1832119,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3972.85,0.0,230.0,0.0,0.0,0.0,0.0,3110.0,339.1022,47.86182,12.51,74.0,0.0,0.6,0.0,K7 V,0.12,4045.0,0.0,43.201288,230.0,230.0,230.0,230.00001,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087145494,0.21190382,0,0,0,0.0,12.318663,3972.85,230.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4392.383,335.10001,0.99,0.29,0.0,0.0,0.0,22.1,39.240585,24.648064,6.962,44.71,0.19,1.93,1.41,F6 V,0.0,6331.0,4.43,0.092482534,1.0316295,0.7029,1.2771,1.0007066,3.050856,1.7545523,5.7920065,331.24213,293.21521,395.23206,Jovian,1.41,2.8616474,1.22761,2.8573528,1.5548965,2.709031,1.6434699,2.709031,1.5008232,2.709031,4.5674293,6.531395,0.57438563,0,0,0,0.30089651,12.26437,4392.383,0.99,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2256.5788,269.3,0.87,0.432,0.0,23.81,2452987.4,11.8,130.05341,64.327934,4.61,73.58,-0.25,1.23,18.11,K1 III,4.604,4415.0,1.8,0.060511038,0.95118144,0.49416,1.24584,0.8916605,163.55514,71.932282,457.20735,877.01545,741.9521,1178.0757,Jovian,18.11,111.64734,8.4740879,21.019604,10.733757,19.928398,11.367229,19.928398,10.362264,19.928398,28.529093,0.20903862,0.49436657,0,0,0,0.076992961,12.629095,2256.5788,0.87,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1233.1727,479.1,1.19,0.38,0.0,218.7,2452757.4,13.1,276.4964,65.563484,4.82,90.86,-0.46,0.98,22.03,K1.5 III,9.49,4200.0,1.71,0.079675195,1.275918,0.7378,1.6422,1.2125726,103.29647,50.172149,248.56358,789.07763,678.04823,1011.5894,Jovian,22.03,135.3053,9.3887017,23.530144,11.892261,22.308555,12.59743,22.308555,11.48048,22.308555,31.406618,0.13394243,0.51702463,0,0,0,0.07908401,12.969374,1233.1727,1.19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,804.10485,1078.0,2.1,0.032,0.0,334.0,2451917.0,152.0,164.86656,40.430256,5.05,13.8,0.0,1.03,1.23,G0 V,7.3,5892.0,4.27,0.18722838,2.1010752,2.0328,2.1672,2.1002691,0.37062414,0.34781783,0.39533068,198.7444,195.65136,202.01566,Jovian,1.23,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,1,1,0,0.31106267,13.215704,804.10485,2.1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,171.62712,2391.0,3.6,0.098,0.0,295.0,2452441.0,261.0,164.86656,40.430256,5.05,13.8,0.0,1.03,1.23,G0 V,7.3,5892.0,4.27,0.17873536,3.6172872,3.2472,3.9528,3.6043355,0.12666026,0.10455388,0.15492865,151.71194,144.8705,159.83719,Jovian,1.23,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0,0,0,0.17714066,14.144978,171.62712,3.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,521.23792,14002.0,11.6,0.16,0.0,110.0,2451736.0,840.0,164.86656,40.430256,5.05,13.8,0.0,1.03,1.23,G0 V,7.3,5892.0,4.27,0.77670377,11.74848,9.744,13.456,11.637436,0.01229887,0.0090223125,0.017205816,84.431345,78.518931,92.270681,Jovian,1.23,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0,0,0,0.079493064,13.470213,521.23792,11.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11688.0,12.0,0.45,133.0,87.0,2455563.0,408.0,69.400551,-2.473548,5.23,29.4,-0.027,1.75,0.0,F0 IV,0.02,0.0,0.0,0.0,13.215,6.6,17.4,12.326111,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2245997,0,0,0,0.0,0.0,0.0,12.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.01482,4.230785,0.0527,0.013,0.0,58.0,2450001.5,3.41,344.36658,20.768833,5.5,15.47,0.2,1.12,1.2,G2.5 IV,4.0,5793.0,4.33,0.0026620631,0.052704453,0.0520149,0.0533851,0.05270112,523.21565,509.8297,537.04381,1218.432,1210.6015,1226.4429,Jovian,1.2,1.4529988,0.903798,2.1284757,1.1447717,2.0179884,1.2105146,2.0179884,1.1050544,2.0179884,3.2545908,2.1617961,0.46806645,0,0,0,0.065394653,14.228992,150.01482,0.0527,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,263.98794,14.65152,0.115227,0.0034,90.0,98.0,0.0,9.15,133.14922,28.330818,5.96,12.59,0.31,0.91,0.94,G8 V,10.2,5196.0,4.45,0.0076039848,0.11522767,0.11483523,0.11561877,0.11522717,43.462522,43.168228,43.759328,654.14301,653.03426,655.25836,Jovian,0.94,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,0,0.088599759,13.879517,263.98794,0.115227,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.47572,44.4175,0.241376,0.02,90.0,51.0,0.0,19.2,133.14922,28.330818,5.96,12.59,0.31,0.91,0.94,G8 V,10.2,5196.0,4.45,0.0092560542,0.24142428,0.23654848,0.24620352,0.24138808,9.9064859,9.5199005,10.312895,451.95192,447.51028,456.5518,Jovian,0.94,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,0,0.19669217,8.5133162,54.47572,0.241376,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1232.537,4825.0,5.503,0.019,90.0,44.0,0.0,437.0,133.14922,28.330818,5.96,12.59,0.31,0.91,0.94,G8 V,10.2,5196.0,4.45,0.59745691,5.5039933,5.398443,5.607557,5.5032484,0.019059008,0.018351583,0.019800852,94.654352,93.769865,95.568744,Jovian,0.94,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,0,0.08875056,12.969667,1232.537,5.503,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0791878,0.736539,0.01544,0.0,83.3,0.0,0.0,1.23,133.14922,28.330818,5.96,12.59,0.31,0.91,0.94,G8 V,10.2,5196.0,4.45,0.00031979715,0.01544,0.01544,0.01544,0.01544,2420.6184,2420.6184,2420.6184,1787.008,1787.008,1787.008,Superterran,0.94,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,0,0.2598972,1.9057,8.0791878,0.01544,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.813748,262.0,0.788,0.305,90.0,166.0,0.0,62.6,133.14922,28.330818,5.96,12.59,0.31,0.91,0.94,G8 V,10.2,5196.0,4.45,0.020079498,0.82465185,0.54766,1.02834,0.79745557,0.97582251,0.54569185,1.9239726,248.65483,218.96857,300.05069,Neptunian,0.94,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,1,1,0,0.45748768,7.5885086,44.813748,0.788,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,638.83429,934.3,2.11,0.073,0.0,130.0,2455384.0,38.5,97.696281,58.162632,5.86,54.74,0.0,1.44,5.2,K0 III-IV,0.0,4938.0,3.19,0.14921849,2.1156221,1.95597,2.26403,2.1114081,3.244106,2.8101877,3.7650894,341.57316,329.85931,354.88589,Jovian,5.2,14.404549,2.9814334,7.2263884,3.7764296,6.8512627,3.9968073,6.8512627,3.6457377,6.8512627,10.247398,0.54108483,0.5209611,0,0,0,0.28576359,13.350175,638.83429,2.11,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.085248,4.215,0.050201,0.12,0.0,105.0,0.0,5.9,199.60132,-18.311195,4.74,8.51,-0.01,0.94,0.96,G5 V,8.96,5577.0,4.34,0.00077572596,0.050562447,0.04417688,0.05622512,0.050291794,319.27036,252.68119,409.30176,1074.0012,1015.7531,1145.924,Superterran,0.96,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,0,0.25355145,2.1061683,5.085248,0.050201,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.116196,38.021,0.2175,0.14,0.0,341.0,0.0,25.6,199.60132,-18.311195,4.74,8.51,-0.01,0.94,0.96,G5 V,8.96,5577.0,4.34,0.0050163669,0.2196315,0.18705,0.24795,0.21803635,17.0535,12.992881,22.830649,515.80897,483.69464,556.89648,Neptunian,0.96,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,0,0.22814035,4.4511957,18.116196,0.2175,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.883616,123.01,0.476,0.35,0.0,314.0,0.0,56.0,199.60132,-18.311195,4.74,8.51,-0.01,0.94,0.96,G5 V,8.96,5577.0,4.34,0.0089695593,0.505155,0.3094,0.6426,0.4835999,3.7635373,1.9344266,8.3443608,346.34605,300.45745,433.00527,Neptunian,0.96,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,0,0.37195088,5.1078157,22.883616,0.476,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,781.85689,796.0,1.93,0.22,0.0,77.0,2454093.0,97.4,99.17099,-19.255878,3.92,19.82,0.21,1.52,2.3,K1 III,0.0,4792.0,3.25,0.12065121,1.976706,1.5054,2.3546,1.9418663,0.68781196,0.45079312,1.1028279,229.87309,208.75613,261.07894,Jovian,2.3,2.4992607,1.2499776,3.048219,1.5832865,2.8899824,1.6759652,2.8899824,1.5285003,2.8899824,4.2684436,0.42870561,0.53043519,1,1,0,0.37834721,13.232029,781.85689,1.93,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2357.0125,116.688,0.481,0.3988,0.0,359.83,2455291.7,26.9,202.10754,13.778788,4.97,17.91,0.0,1.09,1.89,G4 V,0.0,5495.0,3.95,0.037404833,0.51924947,0.2891772,0.6728228,0.49110247,13.753258,6.4458715,34.894337,475.14878,405.94325,619.20385,Jovian,1.89,2.9179849,1.3034579,3.0962409,1.6510035,2.9355172,1.7463081,2.9355172,1.5937885,2.9355172,4.6121699,1.2839292,0.47478096,0,0,0,0.14126541,12.604921,2357.0125,0.481,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,953.48401,691.9,2.1,0.117,0.0,165.0,2452213.0,25.3,38.039253,-1.034896,5.35,83.15,0.0,2.49,10.5,G3 III,0.0,4846.0,2.63,0.13469037,2.1143734,1.8543,2.3457,2.1036099,12.438138,9.9004731,15.843126,477.2133,451.91723,508.28247,Jovian,10.5,54.475457,5.8221083,14.16542,7.3745787,13.43008,7.8057607,13.43008,7.1193885,13.43008,19.928023,0.55449989,0.62529398,0,0,0,0.14524422,13.116992,953.48401,2.1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,416.35468,93.4,0.49,0.06,0.0,0.0,0.0,3.0,224.20148,74.900925,6.83,163.32,-0.03,1.44,10.3,K0,0.0,4847.0,2.57,0.030465581,0.490882,0.4606,0.5194,0.49022082,218.9002,194.4694,247.29043,979.29341,951.38813,1010.2916,Jovian,10.3,52.463248,5.7133167,13.900142,7.2367776,13.178573,7.6598936,13.178573,6.9863557,13.178573,19.55651,0.46277365,0.5209611,0,0,0,0.070820113,13.604033,416.35468,0.49,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1684.4884,952.7,2.5,0.206,0.0,175.0,2452486.0,24.6,39.424168,-3.396175,5.65,101.53,-0.06,2.4,11.0,G5 III,0.0,4785.0,2.35,0.17645392,2.553045,1.985,3.015,2.5134499,9.2926133,6.2521178,14.423836,441.22513,402.85773,496.49525,Jovian,11.0,56.833158,5.9624778,14.544572,7.5523845,13.789546,7.9945342,13.789546,7.2910514,13.789546,20.354698,0.49324069,0.61766768,0,0,0,0.16929368,12.792619,1684.4884,2.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1017.0496,181.4,0.7,0.027,0.0,177.3,2453472.1,15.9,348.9729,-9.087737,4.25,44.08,-0.03,1.4,11.0,K0 III,3.56,4665.0,2.52,0.061244551,0.70025515,0.6811,0.7189,0.7000639,104.81969,99.344457,110.67737,815.07247,804.32362,826.34161,Jovian,11.0,51.342925,5.6950725,13.965288,7.2136859,13.240324,7.6370963,13.240324,6.9640769,13.240324,19.346574,0.33534899,0.49451088,0,0,0,0.078414548,13.079797,1017.0496,0.7,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4290.678,0.0,260.0,0.0,0.0,0.0,0.0,5190.0,94.803802,-58.05431,9.128,50.12,0.0,0.0,0.0,K2 V,0.03,0.0,0.0,0.0,260.0,260.0,260.0,260.00001,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.277019,4290.678,260.0,0
